SSN Prefix,Years Issued
377-44-####,1961-unknown
377-46-####,1962-unknown
377-48-####,1963-unknown
377-50-####,1964-unknown
377-52-####,1965-unknown
377-54-####,1966-unknown
377-56-####,1967-unknown
377-58-####,1968-unknown
377-60-####,1969-unknown
377-62-####,1970-unknown
377-64-####,1971-unknown
377-66-####,1972-unknown
377-68-####,1973-unknown
377-70-####,1973-unknown
377-72-####,1974-unknown
377-74-####,1975-unknown
377-76-####,1976-unknown
377-78-####,1976-unknown
377-80-####,1977-unknown
377-82-####,1978-unknown
377-84-####,1979-unknown
377-86-####,1980-unknown
377-88-####,1981-unknown
377-90-####,1982-unknown
377-92-####,1983-unknown
377-94-####,1984-1985
377-96-####,1986-unknown
377-98-####,1987-unknown
378-01-####,1936-1950
378-02-####,1987-unknown
378-03-####,1936-1950
378-04-####,1988-unknown
378-05-####,1936-1950
378-06-####,1989-1992
378-07-####,1936-1950
378-08-####,1989-1992
378-09-####,1936-1950
378-10-####,1936-1950
378-11-####,1989-1992
378-12-####,1936-1950
378-13-####,1989-1992
378-14-####,1936-1950
378-15-####,1993-unknown
